,sample,objid,wid,clust
5329,10workers_rand4,37,82,0
5330,10workers_rand4,37,239,0
5331,10workers_rand4,37,184,0
5332,10workers_rand4,37,193,0
5333,10workers_rand4,37,219,1
5334,10workers_rand4,37,234,0
5335,10workers_rand4,40,196,0
5336,10workers_rand4,40,136,0
5337,10workers_rand4,40,193,1
5338,10workers_rand4,40,68,1
5339,10workers_rand4,40,52,0
5340,10workers_rand4,40,235,0
5341,10workers_rand4,40,187,0
5342,10workers_rand4,40,159,0
5343,10workers_rand4,40,181,0
5344,10workers_rand4,40,63,0
5345,10workers_rand4,41,214,0
5346,10workers_rand4,41,52,0
5347,10workers_rand4,41,209,0
5348,10workers_rand4,41,145,0
5349,10workers_rand4,41,230,0
5350,10workers_rand4,41,240,1
5351,10workers_rand4,41,196,0
5352,10workers_rand4,41,181,0
5353,10workers_rand4,41,169,0
5354,10workers_rand4,41,225,0
5355,10workers_rand4,42,116,1
5356,10workers_rand4,42,148,0
5357,10workers_rand4,42,199,0
5358,10workers_rand4,42,135,0
5359,10workers_rand4,42,159,0
5360,10workers_rand4,42,230,1
5361,10workers_rand4,42,156,0
5362,10workers_rand4,42,181,1
5363,10workers_rand4,42,187,0
5364,10workers_rand4,42,68,1
5365,10workers_rand4,47,218,2
5366,10workers_rand4,47,156,1
5367,10workers_rand4,47,209,1
5368,10workers_rand4,47,146,0
5369,10workers_rand4,47,9,0
5370,10workers_rand4,47,235,2
5371,10workers_rand4,47,199,2
5372,10workers_rand4,47,196,2
5373,10workers_rand4,47,184,1
5374,10workers_rand4,47,116,2
5375,10workers_rand7,1,219,0
5376,10workers_rand7,1,75,0
5377,10workers_rand7,1,175,0
5378,10workers_rand7,1,247,0
5379,10workers_rand7,1,137,0
5380,10workers_rand7,1,223,0
5381,10workers_rand7,1,140,0
5382,10workers_rand7,1,187,0
5383,10workers_rand7,1,238,0
5384,10workers_rand7,1,156,0
5385,10workers_rand7,4,223,1
5386,10workers_rand7,4,187,0
5387,10workers_rand7,4,175,0
5388,10workers_rand7,4,265,0
5389,10workers_rand7,4,235,0
5390,10workers_rand7,4,143,0
5391,10workers_rand7,4,240,0
5392,10workers_rand7,4,230,0
5393,10workers_rand7,4,147,0
5394,10workers_rand7,4,114,0
5395,10workers_rand7,7,230,0
5396,10workers_rand7,7,156,0
5397,10workers_rand7,7,143,0
5398,10workers_rand7,7,249,0
5399,10workers_rand7,7,239,0
5400,10workers_rand7,7,148,0
5401,10workers_rand7,7,267,0
5402,10workers_rand7,7,247,1
5403,10workers_rand7,7,131,0
5404,10workers_rand7,7,92,0
5405,10workers_rand7,8,247,2
5406,10workers_rand7,8,200,0
5407,10workers_rand7,8,169,0
5408,10workers_rand7,8,214,1
5409,10workers_rand7,8,82,0
5410,10workers_rand7,8,161,1
5411,10workers_rand7,8,270,1
5412,10workers_rand7,8,235,1
5413,10workers_rand7,8,146,0
5414,10workers_rand7,8,25,1
5415,10workers_rand7,10,205,0
5416,10workers_rand7,10,260,0
5417,10workers_rand7,10,161,0
5418,10workers_rand7,10,261,0
5419,10workers_rand7,10,240,0
5420,10workers_rand7,10,147,1
5421,10workers_rand7,10,167,0
5422,10workers_rand7,10,140,0
5423,10workers_rand7,10,148,0
5424,10workers_rand7,10,46,0
5425,10workers_rand7,20,213,2
5426,10workers_rand7,20,241,3
5427,10workers_rand7,20,193,2
5428,10workers_rand7,20,259,2
5429,10workers_rand7,20,234,2
5430,10workers_rand7,20,195,2
5431,10workers_rand7,20,156,1
5432,10workers_rand7,20,174,4
5433,10workers_rand7,20,135,1
5434,10workers_rand7,20,4,2
5435,10workers_rand7,15,181,0
5436,10workers_rand7,15,241,0
5437,10workers_rand7,15,142,0
5438,10workers_rand7,15,261,0
5439,10workers_rand7,15,235,0
5440,10workers_rand7,15,129,0
5441,10workers_rand7,15,230,0
5442,10workers_rand7,15,116,0
5443,10workers_rand7,15,118,0
5444,10workers_rand7,15,12,0
5445,10workers_rand7,18,218,0
5446,10workers_rand7,18,114,0
5447,10workers_rand7,18,193,0
5448,10workers_rand7,18,225,0
5449,10workers_rand7,18,217,0
5450,10workers_rand7,18,187,1
5451,10workers_rand7,18,256,0
5452,10workers_rand7,18,211,0
5453,10workers_rand7,18,135,0
5454,10workers_rand7,18,6,0
5455,10workers_rand7,21,217,0
5456,10workers_rand7,21,169,0
5457,10workers_rand7,21,156,0
5458,10workers_rand7,21,234,0
5459,10workers_rand7,21,230,0
5460,10workers_rand7,21,184,0
5461,10workers_rand7,21,256,0
5462,10workers_rand7,21,225,0
5463,10workers_rand7,21,135,0
5464,10workers_rand7,21,13,0
5465,10workers_rand7,22,213,1
5466,10workers_rand7,22,193,0
5467,10workers_rand7,22,156,0
5468,10workers_rand7,22,218,0
5469,10workers_rand7,22,220,0
5470,10workers_rand7,22,187,0
5471,10workers_rand7,22,259,0
5472,10workers_rand7,22,217,0
5473,10workers_rand7,22,82,0
5474,10workers_rand7,22,6,0
5475,10workers_rand7,25,248,0
5476,10workers_rand7,25,184,1
5477,10workers_rand7,25,196,1
5478,10workers_rand7,25,253,1
5479,10workers_rand7,25,250,0
5480,10workers_rand7,25,187,0
5481,10workers_rand7,25,260,1
5482,10workers_rand7,25,234,0
5483,10workers_rand7,25,181,0
5484,10workers_rand7,25,114,1
5485,10workers_rand7,26,235,0
5486,10workers_rand7,26,175,0
5487,10workers_rand7,26,181,0
5488,10workers_rand7,26,228,1
5489,10workers_rand7,26,232,0
5490,10workers_rand7,26,148,0
5491,10workers_rand7,26,214,0
5492,10workers_rand7,26,225,0
5493,10workers_rand7,26,147,0
5494,10workers_rand7,26,83,0
5495,10workers_rand7,27,230,0
5496,10workers_rand7,27,148,0
5497,10workers_rand7,27,181,0
5498,10workers_rand7,27,252,0
5499,10workers_rand7,27,247,0
5500,10workers_rand7,27,142,0
5501,10workers_rand7,27,258,0
5502,10workers_rand7,27,239,0
5503,10workers_rand7,27,133,0
5504,10workers_rand7,27,68,0
5505,10workers_rand7,28,234,0
5506,10workers_rand7,28,114,1
5507,10workers_rand7,28,169,0
5508,10workers_rand7,28,252,0
5509,10workers_rand7,28,82,1
5510,10workers_rand7,28,230,0
5511,10workers_rand7,28,146,0
5512,10workers_rand7,28,199,0
5513,10workers_rand7,28,239,0
5514,10workers_rand7,28,9,0
5515,10workers_rand7,29,234,1
5516,10workers_rand7,29,187,0
5517,10workers_rand7,29,167,0
5518,10workers_rand7,29,192,0
5519,10workers_rand7,29,254,1
5520,10workers_rand7,29,146,1
5521,10workers_rand7,29,241,1
5522,10workers_rand7,29,184,1
5523,10workers_rand7,29,252,0
5524,10workers_rand7,29,76,2
5525,10workers_rand7,30,223,1
5526,10workers_rand7,30,68,1
5527,10workers_rand7,30,181,1
5528,10workers_rand7,30,239,1
5529,10workers_rand7,30,148,1
5530,10workers_rand7,30,225,1
5531,10workers_rand7,30,131,1
5532,10workers_rand7,30,156,1
5533,10workers_rand7,30,234,1
5534,10workers_rand7,30,143,1
5535,10workers_rand7,31,234,0
5536,10workers_rand7,31,52,0
5537,10workers_rand7,31,156,0
5538,10workers_rand7,31,246,0
5539,10workers_rand7,31,214,0
5540,10workers_rand7,31,149,0
5541,10workers_rand7,31,260,1
5542,10workers_rand7,31,245,0
5543,10workers_rand7,31,148,0
5544,10workers_rand7,31,34,2
5545,10workers_rand7,32,225,0
5546,10workers_rand7,32,66,0
5547,10workers_rand7,32,166,1
5548,10workers_rand7,32,239,0
5549,10workers_rand7,32,131,0
5550,10workers_rand7,32,219,0
5551,10workers_rand7,32,116,0
5552,10workers_rand7,32,187,0
5553,10workers_rand7,32,234,0
5554,10workers_rand7,32,148,0
5555,10workers_rand7,33,225,0
5556,10workers_rand7,33,187,0
5557,10workers_rand7,33,175,0
5558,10workers_rand7,33,239,0
5559,10workers_rand7,33,214,0
5560,10workers_rand7,33,147,1
5561,10workers_rand7,33,263,1
5562,10workers_rand7,33,235,0
5563,10workers_rand7,33,140,0
5564,10workers_rand7,33,72,1
5565,10workers_rand7,34,235,1
5566,10workers_rand7,34,200,1
5567,10workers_rand7,34,196,1
5568,10workers_rand7,34,219,1
5569,10workers_rand7,34,230,1
5570,10workers_rand7,34,156,1
5571,10workers_rand7,34,197,1
5572,10workers_rand7,34,218,1
5573,10workers_rand7,34,146,1
5574,10workers_rand7,34,114,1
5575,10workers_rand7,37,247,1
5576,10workers_rand7,37,184,0
5577,10workers_rand7,37,169,1
5578,10workers_rand7,37,235,1
5579,10workers_rand7,37,246,1
5580,10workers_rand7,37,182,1
5581,10workers_rand7,37,250,0
5582,10workers_rand7,37,230,0
5583,10workers_rand7,37,156,1
5584,10workers_rand7,37,114,0
5585,10workers_rand7,40,225,0
5586,10workers_rand7,40,159,0
5587,10workers_rand7,40,75,0
5588,10workers_rand7,40,246,0
5589,10workers_rand7,40,239,0
5590,10workers_rand7,40,147,1
5591,10workers_rand7,40,262,0
5592,10workers_rand7,40,214,0
5593,10workers_rand7,40,140,0
5594,10workers_rand7,40,92,0
5595,10workers_rand7,41,239,0
5596,10workers_rand7,41,169,0
5597,10workers_rand7,41,193,0
5598,10workers_rand7,41,234,0
5599,10workers_rand7,41,240,1
5600,10workers_rand7,41,156,0
5601,10workers_rand7,41,250,1
5602,10workers_rand7,41,225,0
5603,10workers_rand7,41,148,1
5604,10workers_rand7,41,103,0
5605,10workers_rand7,42,192,0
5606,10workers_rand7,42,181,1
5607,10workers_rand7,42,161,0
5608,10workers_rand7,42,239,0
5609,10workers_rand7,42,235,1
5610,10workers_rand7,42,137,0
5611,10workers_rand7,42,256,1
5612,10workers_rand7,42,234,0
5613,10workers_rand7,42,175,1
5614,10workers_rand7,42,75,1
5615,10workers_rand7,47,192,0
5616,10workers_rand7,47,196,2
5617,10workers_rand7,47,175,0
5618,10workers_rand7,47,246,2
5619,10workers_rand7,47,239,2
5620,10workers_rand7,47,181,2
5621,10workers_rand7,47,263,2
5622,10workers_rand7,47,241,1
5623,10workers_rand7,47,143,0
5624,10workers_rand7,47,115,0
5625,10workers_rand6,1,131,0
5626,10workers_rand6,1,75,0
5627,10workers_rand6,1,114,0
5628,10workers_rand6,1,170,0
5629,10workers_rand6,1,182,0
5630,10workers_rand6,1,219,0
5631,10workers_rand6,1,116,0
5632,10workers_rand6,1,133,0
5633,10workers_rand6,1,223,0
5634,10workers_rand6,1,199,0
5635,10workers_rand6,4,199,0
5636,10workers_rand6,4,146,0
5637,10workers_rand6,4,148,0
5638,10workers_rand6,4,185,0
5639,10workers_rand6,4,208,1
5640,10workers_rand6,4,184,0
5641,10workers_rand6,4,209,0
5642,10workers_rand6,4,133,0
5643,10workers_rand6,4,235,0
5644,10workers_rand6,4,114,0
5645,10workers_rand6,7,175,1
5646,10workers_rand6,7,68,0
5647,10workers_rand6,7,116,0
5648,10workers_rand6,7,147,1
5649,10workers_rand6,7,9,0
5650,10workers_rand6,7,146,1
5651,10workers_rand6,7,192,0
5652,10workers_rand6,7,84,1
5653,10workers_rand6,7,239,0
5654,10workers_rand6,7,92,0
5655,10workers_rand6,8,114,0
5656,10workers_rand6,8,184,2
5657,10workers_rand6,8,223,0
5658,10workers_rand6,8,156,1
5659,10workers_rand6,8,46,2
5660,10workers_rand6,8,131,0
5661,10workers_rand6,8,25,1
5662,10workers_rand6,8,22,1
5663,10workers_rand6,8,192,0
5664,10workers_rand6,8,200,0
5665,10workers_rand6,10,233,0
5666,10workers_rand6,10,142,0
5667,10workers_rand6,10,135,0
5668,10workers_rand6,10,167,0
5669,10workers_rand6,10,205,0
5670,10workers_rand6,10,161,0
5671,10workers_rand6,10,156,0
5672,10workers_rand6,10,148,0
5673,10workers_rand6,10,199,0
5674,10workers_rand6,10,114,1
5675,10workers_rand6,20,200,4
5676,10workers_rand6,20,46,3
5677,10workers_rand6,20,81,2
5678,10workers_rand6,20,156,1
5679,10workers_rand6,20,214,3
5680,10workers_rand6,20,193,2
5681,10workers_rand6,20,189,1
5682,10workers_rand6,20,135,1
5683,10workers_rand6,20,209,1
5684,10workers_rand6,20,16,4
5685,10workers_rand6,15,223,0
5686,10workers_rand6,15,54,0
5687,10workers_rand6,15,60,0
5688,10workers_rand6,15,230,0
5689,10workers_rand6,15,181,0
5690,10workers_rand6,15,142,0
5691,10workers_rand6,15,146,0
5692,10workers_rand6,15,118,0
5693,10workers_rand6,15,161,0
5694,10workers_rand6,15,46,0
5695,10workers_rand6,18,46,0
5696,10workers_rand6,18,189,0
5697,10workers_rand6,18,208,0
5698,10workers_rand6,18,181,0
5699,10workers_rand6,18,32,0
5700,10workers_rand6,18,172,0
5701,10workers_rand6,18,6,0
5702,10workers_rand6,18,9,0
5703,10workers_rand6,18,169,0
5704,10workers_rand6,18,114,0
5705,10workers_rand6,21,199,0
5706,10workers_rand6,21,54,0
5707,10workers_rand6,21,178,1
5708,10workers_rand6,21,9,0
5709,10workers_rand6,21,208,0
5710,10workers_rand6,21,189,0
5711,10workers_rand6,21,116,0
5712,10workers_rand6,21,46,0
5713,10workers_rand6,21,230,0
5714,10workers_rand6,21,13,0
5715,10workers_rand6,22,184,0
5716,10workers_rand6,22,52,0
5717,10workers_rand6,22,174,1
5718,10workers_rand6,22,9,0
5719,10workers_rand6,22,205,0
5720,10workers_rand6,22,189,0
5721,10workers_rand6,22,207,0
5722,10workers_rand6,22,30,0
5723,10workers_rand6,22,220,0
5724,10workers_rand6,22,6,0
5725,10workers_rand6,25,131,0
5726,10workers_rand6,25,9,0
5727,10workers_rand6,25,82,1
5728,10workers_rand6,25,52,0
5729,10workers_rand6,25,136,0
5730,10workers_rand6,25,143,0
5731,10workers_rand6,25,114,1
5732,10workers_rand6,25,68,1
5733,10workers_rand6,25,193,1
5734,10workers_rand6,25,184,1
5735,10workers_rand6,26,123,0
5736,10workers_rand6,26,187,0
5737,10workers_rand6,26,184,0
5738,10workers_rand6,26,137,0
5739,10workers_rand6,26,68,0
5740,10workers_rand6,26,131,0
5741,10workers_rand6,26,83,0
5742,10workers_rand6,26,114,0
5743,10workers_rand6,26,52,0
5744,10workers_rand6,26,175,0
5745,10workers_rand6,27,160,1
5746,10workers_rand6,27,116,0
5747,10workers_rand6,27,136,2
5748,10workers_rand6,27,147,0
5749,10workers_rand6,27,9,0
5750,10workers_rand6,27,149,0
5751,10workers_rand6,27,156,0
5752,10workers_rand6,27,120,0
5753,10workers_rand6,27,247,0
5754,10workers_rand6,27,68,0
5755,10workers_rand6,28,148,0
5756,10workers_rand6,28,114,1
5757,10workers_rand6,28,68,0
5758,10workers_rand6,28,196,0
5759,10workers_rand6,28,184,0
5760,10workers_rand6,28,234,0
5761,10workers_rand6,28,133,0
5762,10workers_rand6,28,140,0
5763,10workers_rand6,28,230,0
5764,10workers_rand6,28,213,0
5765,10workers_rand6,29,149,0
5766,10workers_rand6,29,133,1
5767,10workers_rand6,29,114,1
5768,10workers_rand6,29,86,1
5769,10workers_rand6,29,254,1
5770,10workers_rand6,29,76,2
5771,10workers_rand6,29,84,1
5772,10workers_rand6,29,187,0
5773,10workers_rand6,29,167,0
5774,10workers_rand6,29,161,0
5775,10workers_rand6,30,147,0
5776,10workers_rand6,30,68,1
5777,10workers_rand6,30,114,0
5778,10workers_rand6,30,187,1
5779,10workers_rand6,30,184,1
5780,10workers_rand6,30,223,1
5781,10workers_rand6,30,116,1
5782,10workers_rand6,30,133,1
5783,10workers_rand6,30,225,1
5784,10workers_rand6,30,199,1
5785,10workers_rand6,31,187,0
5786,10workers_rand6,31,123,0
5787,10workers_rand6,31,141,0
5788,10workers_rand6,31,137,0
5789,10workers_rand6,31,9,0
5790,10workers_rand6,31,155,0
5791,10workers_rand6,31,199,1
5792,10workers_rand6,31,116,0
5793,10workers_rand6,31,214,0
5794,10workers_rand6,31,34,2
5795,10workers_rand6,32,120,0
5796,10workers_rand6,32,66,0
5797,10workers_rand6,32,76,1
5798,10workers_rand6,32,156,0
5799,10workers_rand6,32,184,1
5800,10workers_rand6,32,225,0
5801,10workers_rand6,32,89,0
5802,10workers_rand6,32,114,0
5803,10workers_rand6,32,219,0
5804,10workers_rand6,32,169,0
5805,10workers_rand6,33,184,1
5806,10workers_rand6,33,123,0
5807,10workers_rand6,33,139,0
5808,10workers_rand6,33,181,0
5809,10workers_rand6,33,205,1
5810,10workers_rand6,33,156,0
5811,10workers_rand6,33,196,0
5812,10workers_rand6,33,114,1
5813,10workers_rand6,33,214,0
5814,10workers_rand6,33,72,1
5815,10workers_rand6,34,140,0
5816,10workers_rand6,34,169,1
5817,10workers_rand6,34,214,1
5818,10workers_rand6,34,181,1
5819,10workers_rand6,34,131,1
5820,10workers_rand6,34,147,0
5821,10workers_rand6,34,114,1
5822,10workers_rand6,34,116,1
5823,10workers_rand6,34,193,1
5824,10workers_rand6,34,200,1
5825,10workers_rand6,37,131,1
5826,10workers_rand6,37,201,1
5827,10workers_rand6,37,135,1
5828,10workers_rand6,37,52,1
5829,10workers_rand6,37,133,0
5830,10workers_rand6,37,137,1
5831,10workers_rand6,37,114,0
5832,10workers_rand6,37,68,0
5833,10workers_rand6,37,187,1
5834,10workers_rand6,37,184,0
5835,10workers_rand6,40,156,0
5836,10workers_rand6,40,88,0
5837,10workers_rand6,40,68,1
5838,10workers_rand6,40,148,1
5839,10workers_rand6,40,184,0
5840,10workers_rand6,40,52,0
5841,10workers_rand6,40,169,0
5842,10workers_rand6,40,63,0
5843,10workers_rand6,40,239,0
5844,10workers_rand6,40,92,0
5845,10workers_rand6,41,131,1
5846,10workers_rand6,41,196,0
5847,10workers_rand6,41,215,0
5848,10workers_rand6,41,52,0
5849,10workers_rand6,41,118,1
5850,10workers_rand6,41,145,0
5851,10workers_rand6,41,103,0
5852,10workers_rand6,41,68,0
5853,10workers_rand6,41,9,0
5854,10workers_rand6,41,169,0
5855,10workers_rand6,42,169,1
5856,10workers_rand6,42,136,0
5857,10workers_rand6,42,135,0
5858,10workers_rand6,42,52,0
5859,10workers_rand6,42,184,0
5860,10workers_rand6,42,159,0
5861,10workers_rand6,42,201,1
5862,10workers_rand6,42,68,1
5863,10workers_rand6,42,235,1
5864,10workers_rand6,42,75,1
5865,10workers_rand6,47,206,2
5866,10workers_rand6,47,131,2
5867,10workers_rand6,47,146,0
5868,10workers_rand6,47,201,0
5869,10workers_rand6,47,211,1
5870,10workers_rand6,47,9,0
5871,10workers_rand6,47,82,2
5872,10workers_rand6,47,116,2
5873,10workers_rand6,47,239,2
5874,10workers_rand6,47,115,0
5875,30workers_rand0,1,187,0
5876,30workers_rand0,1,156,0
5877,30workers_rand0,1,159,0
5878,30workers_rand0,1,248,0
5879,30workers_rand0,1,170,0
5880,30workers_rand0,1,223,0
5881,30workers_rand0,1,140,0
5882,30workers_rand0,1,247,0
5883,30workers_rand0,1,196,0
5884,30workers_rand0,1,184,0
5885,30workers_rand0,1,137,0
5886,30workers_rand0,1,133,0
5887,30workers_rand0,1,175,0
5888,30workers_rand0,1,52,0
5889,30workers_rand0,1,219,0
5890,30workers_rand0,1,131,0
5891,30workers_rand0,1,246,0
5892,30workers_rand0,1,114,0
5893,30workers_rand0,1,116,0
5894,30workers_rand0,1,148,0
5895,30workers_rand0,1,182,0
5896,30workers_rand0,1,201,0
5897,30workers_rand0,1,208,0
5898,30workers_rand0,1,149,0
5899,30workers_rand0,1,239,0
5900,30workers_rand0,1,118,0
5901,30workers_rand0,1,181,0
5902,30workers_rand0,1,146,1
5903,30workers_rand0,1,238,0
5904,30workers_rand0,1,234,1
5905,30workers_rand0,4,196,0
5906,30workers_rand0,4,193,0
5907,30workers_rand0,4,82,0
5908,30workers_rand0,4,240,0
5909,30workers_rand0,4,208,1
5910,30workers_rand0,4,142,0
5911,30workers_rand0,4,131,0
5912,30workers_rand0,4,116,0
5913,30workers_rand0,4,233,0
5914,30workers_rand0,4,137,0
5915,30workers_rand0,4,201,0
5916,30workers_rand0,4,52,0
5917,30workers_rand0,4,146,0
5918,30workers_rand0,4,185,0
5919,30workers_rand0,4,187,0
5920,30workers_rand0,4,219,0
5921,30workers_rand0,4,235,0
5922,30workers_rand0,4,156,0
5923,30workers_rand0,4,230,0
5924,30workers_rand0,4,143,0
5925,30workers_rand0,4,199,0
5926,30workers_rand0,4,148,0
5927,30workers_rand0,4,140,0
5928,30workers_rand0,4,68,0
5929,30workers_rand0,4,133,0
5930,30workers_rand0,4,169,0
5931,30workers_rand0,4,181,0
5932,30workers_rand0,4,175,0
5933,30workers_rand0,4,223,1
5934,30workers_rand0,4,225,0
5935,30workers_rand0,7,187,0
5936,30workers_rand0,7,52,0
5937,30workers_rand0,7,193,0
5938,30workers_rand0,7,267,0
5939,30workers_rand0,7,9,0
5940,30workers_rand0,7,114,0
5941,30workers_rand0,7,234,1
5942,30workers_rand0,7,196,1
5943,30workers_rand0,7,235,0
5944,30workers_rand0,7,140,0
5945,30workers_rand0,7,181,0
5946,30workers_rand0,7,133,1
5947,30workers_rand0,7,68,0
5948,30workers_rand0,7,147,1
5949,30workers_rand0,7,156,0
5950,30workers_rand0,7,218,0
5951,30workers_rand0,7,239,0
5952,30workers_rand0,7,137,1
5953,30workers_rand0,7,247,1
5954,30workers_rand0,7,148,0
5955,30workers_rand0,7,175,1
5956,30workers_rand0,7,116,0
5957,30workers_rand0,7,120,0
5958,30workers_rand0,7,106,0
5959,30workers_rand0,7,84,1
5960,30workers_rand0,7,161,0
5961,30workers_rand0,7,129,0
5962,30workers_rand0,7,143,0
5963,30workers_rand0,7,230,0
5964,30workers_rand0,7,219,0
5965,30workers_rand0,8,208,0
5966,30workers_rand0,8,230,1
5967,30workers_rand0,8,192,0
5968,30workers_rand0,8,260,1
5969,30workers_rand0,8,209,0
5970,30workers_rand0,8,54,0
5971,30workers_rand0,8,118,0
5972,30workers_rand0,8,219,0
5973,30workers_rand0,8,239,0
5974,30workers_rand0,8,156,1
5975,30workers_rand0,8,135,0
5976,30workers_rand0,8,148,0
5977,30workers_rand0,8,114,0
5978,30workers_rand0,8,200,0
5979,30workers_rand0,8,184,2
5980,30workers_rand0,8,181,2
5981,30workers_rand0,8,247,2
5982,30workers_rand0,8,161,1
5983,30workers_rand0,8,234,2
5984,30workers_rand0,8,131,0
5985,30workers_rand0,8,133,0
5986,30workers_rand0,8,22,1
5987,30workers_rand0,8,46,2
5988,30workers_rand0,8,196,0
5989,30workers_rand0,8,140,1
5990,30workers_rand0,8,169,0
5991,30workers_rand0,8,214,1
5992,30workers_rand0,8,267,0
5993,30workers_rand0,8,241,0
5994,30workers_rand0,8,82,0
5995,30workers_rand0,10,193,0
5996,30workers_rand0,10,159,0
5997,30workers_rand0,10,205,0
5998,30workers_rand0,10,139,0
5999,30workers_rand0,10,184,0
6000,30workers_rand0,10,116,0
6001,30workers_rand0,10,133,0
6002,30workers_rand0,10,204,0
6003,30workers_rand0,10,230,0
6004,30workers_rand0,10,149,0
6005,30workers_rand0,10,187,0
6006,30workers_rand0,10,146,0
6007,30workers_rand0,10,142,0
6008,30workers_rand0,10,52,0
6009,30workers_rand0,10,161,0
6010,30workers_rand0,10,218,0
6011,30workers_rand0,10,260,0
6012,30workers_rand0,10,137,0
6013,30workers_rand0,10,2,0
6014,30workers_rand0,10,147,1
6015,30workers_rand0,10,175,0
6016,30workers_rand0,10,135,0
6017,30workers_rand0,10,140,0
6018,30workers_rand0,10,54,0
6019,30workers_rand0,10,114,1
6020,30workers_rand0,10,169,0
6021,30workers_rand0,10,131,0
6022,30workers_rand0,10,167,0
6023,30workers_rand0,10,233,0
6024,30workers_rand0,10,226,0
6025,30workers_rand0,20,208,1
6026,30workers_rand0,20,196,2
6027,30workers_rand0,20,213,2
6028,30workers_rand0,20,259,2
6029,30workers_rand0,20,209,1
6030,30workers_rand0,20,38,4
6031,30workers_rand0,20,54,1
6032,30workers_rand0,20,212,3
6033,30workers_rand0,20,217,2
6034,30workers_rand0,20,181,1
6035,30workers_rand0,20,184,1
6036,30workers_rand0,20,175,2
6037,30workers_rand0,20,46,3
6038,30workers_rand0,20,9,2
6039,30workers_rand0,20,193,2
6040,30workers_rand0,20,215,3
6041,30workers_rand0,20,238,2
6042,30workers_rand0,20,187,3
6043,30workers_rand0,20,230,1
6044,30workers_rand0,20,195,2
6045,30workers_rand0,20,199,2
6046,30workers_rand0,20,81,2
6047,30workers_rand0,20,174,4
6048,30workers_rand0,20,8,4
6049,30workers_rand0,20,16,4
6050,30workers_rand0,20,192,1
6051,30workers_rand0,20,52,3
6052,30workers_rand0,20,156,1
6053,30workers_rand0,20,200,4
6054,30workers_rand0,20,214,3
6055,30workers_rand0,15,156,0
6056,30workers_rand0,15,131,0
6057,30workers_rand0,15,181,0
6058,30workers_rand0,15,272,0
6059,30workers_rand0,15,52,0
6060,30workers_rand0,15,51,0
6061,30workers_rand0,15,56,1
6062,30workers_rand0,15,61,1
6063,30workers_rand0,15,225,0
6064,30workers_rand0,15,130,0
6065,30workers_rand0,15,143,0
6066,30workers_rand0,15,68,0
6067,30workers_rand0,15,54,0
6068,30workers_rand0,15,137,0
6069,30workers_rand0,15,142,0
6070,30workers_rand0,15,9,0
6071,30workers_rand0,15,241,0
6072,30workers_rand0,15,133,0
6073,30workers_rand0,15,242,0
6074,30workers_rand0,15,129,0
6075,30workers_rand0,15,150,0
6076,30workers_rand0,15,60,0
6077,30workers_rand0,15,116,0
6078,30workers_rand0,15,16,0
6079,30workers_rand0,15,46,0
6080,30workers_rand0,15,148,0
6081,30workers_rand0,15,114,0
6082,30workers_rand0,15,230,0
6083,30workers_rand0,15,223,0
6084,30workers_rand0,15,218,0
6085,30workers_rand0,18,203,0
6086,30workers_rand0,18,169,0
6087,30workers_rand0,18,114,0
6088,30workers_rand0,18,256,0
6089,30workers_rand0,18,205,0
6090,30workers_rand0,18,33,0
6091,30workers_rand0,18,54,0
6092,30workers_rand0,18,210,0
6093,30workers_rand0,18,214,0
6094,30workers_rand0,18,181,0
6095,30workers_rand0,18,201,0
6096,30workers_rand0,18,175,0
6097,30workers_rand0,18,46,0
6098,30workers_rand0,18,209,0
6099,30workers_rand0,18,189,0
6100,30workers_rand0,18,218,0
6101,30workers_rand0,18,156,0
6102,30workers_rand0,18,219,0
6103,30workers_rand0,18,187,1
6104,30workers_rand0,18,196,0
6105,30workers_rand0,18,172,0
6106,30workers_rand0,18,81,0
6107,30workers_rand0,18,9,0
6108,30workers_rand0,18,32,0
6109,30workers_rand0,18,199,0
6110,30workers_rand0,18,174,0
6111,30workers_rand0,18,193,0
6112,30workers_rand0,18,82,1
6113,30workers_rand0,18,211,0
6114,30workers_rand0,18,200,0
6115,30workers_rand0,21,209,0
6116,30workers_rand0,21,193,0
6117,30workers_rand0,21,82,0
6118,30workers_rand0,21,256,0
6119,30workers_rand0,21,208,0
6120,30workers_rand0,21,48,0
6121,30workers_rand0,21,57,0
6122,30workers_rand0,21,211,0
6123,30workers_rand0,21,218,0
6124,30workers_rand0,21,181,0
6125,30workers_rand0,21,114,1
6126,30workers_rand0,21,175,0
6127,30workers_rand0,21,54,0
6128,30workers_rand0,21,9,0
6129,30workers_rand0,21,169,0
6130,30workers_rand0,21,214,0
6131,30workers_rand0,21,230,0
6132,30workers_rand0,21,187,0
6133,30workers_rand0,21,225,0
6134,30workers_rand0,21,184,0
6135,30workers_rand0,21,199,0
6136,30workers_rand0,21,178,1
6137,30workers_rand0,21,81,0
6138,30workers_rand0,21,30,0
6139,30workers_rand0,21,46,0
6140,30workers_rand0,21,201,0
6141,30workers_rand0,21,174,0
6142,30workers_rand0,21,156,0
6143,30workers_rand0,21,217,0
6144,30workers_rand0,21,200,0
6145,30workers_rand0,22,201,0
6146,30workers_rand0,22,196,0
6147,30workers_rand0,22,208,0
6148,30workers_rand0,22,259,0
6149,30workers_rand0,22,205,0
6150,30workers_rand0,22,46,0
